Date,Sentiment_Scores
2016-02-01,[0.09602617 0.12640914 0.17200078 0.301566   0.30399784]
2016-02-03,[0.23919553 0.19664498 0.13832149 0.2140026  0.21183544]
2016-02-04,[0.27963108 0.42975876 0.20121233 0.07039441 0.01900348]
2016-02-05,[0.02654214 0.04912749 0.15754153 0.47638023 0.29040867]
2016-02-09,[0.16487125 0.2301423  0.25154525 0.22969633 0.12374496]
2016-02-10,[0.16857019 0.20991129 0.1981116  0.27977443 0.1436325 ]
2016-02-11,[0.17858142 0.20501408 0.23284459 0.25415537 0.12940454]
2016-02-12,[0.32736406 0.25167957 0.20081966 0.13982314 0.08031356]
2016-02-16,[0.41867644 0.2842808  0.16214538 0.09304624 0.04185119]
2016-02-17,[0.32054356 0.2195772  0.19570391 0.18217888 0.08199645]
2016-02-18,[0.5164056  0.29013398 0.11363489 0.0555708  0.02425469]
2016-02-19,[0.26520646 0.29034004 0.2118133  0.16436552 0.06827471]
2016-02-22,[0.24766272 0.33020857 0.25192824 0.13524587 0.03495461]
2016-02-23,[0.47941038 0.24364959 0.15353693 0.08249629 0.04090676]
2016-02-24,[0.39150667 0.30343357 0.19075601 0.08649718 0.02780657]
2016-02-25,[0.40808567 0.2505854  0.15016703 0.11953424 0.07162771]
2016-02-26,[0.30038044 0.27408293 0.18024759 0.15774238 0.08754669]
2016-02-29,[0.19306551 0.32737574 0.24844396 0.17001623 0.06109858]
2016-03-01,[0.38721237 0.25424346 0.18757015 0.1215836  0.04939046]
2016-03-02,[0.41336673 0.34964678 0.15768234 0.06310573 0.0161985 ]
2016-03-03,[0.3306024  0.28499746 0.1971303  0.14207046 0.04519931]
2016-03-04,[0.53220594 0.26650336 0.12513348 0.05369439 0.02246284]
2016-03-07,[0.6235656  0.1751447  0.10641846 0.05895557 0.03591566]
2016-03-08,[0.70239735 0.15885799 0.07872422 0.03802053 0.02199978]
2016-03-09,[0.3160252  0.2820608  0.19511785 0.1383139  0.06848225]
2016-03-11,[0.5253984  0.20673184 0.1177316  0.08685281 0.06328531]
2016-03-14,[0.25962245 0.23871115 0.20351551 0.19437134 0.10377952]
2016-03-15,[0.18140554 0.13927299 0.16005257 0.2780562  0.2412127 ]
2016-03-16,[0.18725723 0.19218268 0.21397126 0.26628286 0.14030592]
2016-03-17,[0.31096336 0.28421205 0.22251606 0.13988261 0.04242591]
2016-03-18,[0.33956236 0.22699879 0.20265742 0.16224062 0.06854079]
2016-03-21,[0.3869479  0.2843918  0.20436059 0.09485713 0.02944262]
2016-03-22,[0.20168482 0.27693862 0.2560269  0.20124371 0.06410597]
2016-03-23,[0.15841326 0.30696285 0.3430061  0.16544363 0.02617414]
2016-03-24,[0.17140278 0.3354821  0.31584597 0.15116838 0.0261008 ]
2016-03-28,[0.09193297 0.13161658 0.18760696 0.34965587 0.23918763]
2016-03-29,[0.24716997 0.27976885 0.21869273 0.17661265 0.07775574]
2016-03-30,[0.26472673 0.35340017 0.2591518  0.09513795 0.02758336]
2016-03-31,[0.421749   0.28110468 0.14950466 0.09349313 0.05414849]
2016-04-01,[0.53699565 0.20901544 0.0823385  0.07805163 0.09359878]
2016-04-04,[0.18481012 0.2922167  0.2572724  0.18961503 0.07608581]
2016-04-06,[0.2591182  0.31336623 0.22431028 0.14484844 0.05835684]
2016-04-07,[0.22967283 0.2372455  0.17560984 0.21222082 0.14525104]
2016-04-08,[0.4228817  0.30388874 0.15491949 0.08510572 0.03320435]
2016-04-11,[0.3630719  0.20386808 0.17314535 0.148944   0.11097073]
2016-04-12,[0.06046423 0.09223011 0.12563977 0.37076175 0.3509041 ]
2016-04-13,[0.02094613 0.02800589 0.07244516 0.35532695 0.5232759 ]
2016-04-14,[0.4962612  0.23048696 0.12695959 0.09581506 0.05047712]
2016-04-15,[0.411666   0.31809238 0.17687634 0.07186717 0.02149808]
2016-04-18,[0.15091005 0.2092442  0.22539264 0.2940285  0.12042458]
2016-04-19,[0.10558768 0.12394293 0.18378341 0.3781271  0.2085589 ]
2016-04-20,[0.03919822 0.08437635 0.24760325 0.4751469  0.15367532]
2016-04-21,[0.53236705 0.3030495  0.11430866 0.03600889 0.01426588]
2016-04-22,[0.26478848 0.27766055 0.18859467 0.16856633 0.10038999]
2016-04-25,[0.22562867 0.3221158  0.22985801 0.16629998 0.05609753]
2016-04-26,[0.3631592  0.39473745 0.16874164 0.054129   0.01923274]
2016-04-27,[0.5010438  0.36987537 0.09581865 0.02486606 0.00839609]
2016-04-28,[0.39756194 0.31331348 0.1598547  0.09322306 0.03604684]
2016-04-29,[0.32561466 0.30574298 0.20920436 0.11874206 0.04069592]
2016-05-02,[0.26565027 0.39774424 0.22564167 0.0892102  0.02175365]
2016-05-03,[0.0663511  0.19269764 0.32019654 0.33764437 0.08311038]
2016-05-04,[0.25180313 0.3361414  0.22571836 0.13244054 0.05389657]
2016-05-05,[0.1687148  0.4039605  0.2826863  0.11766852 0.02696985]
2016-05-06,[0.24859083 0.2251479  0.23474315 0.20079121 0.09072684]
2016-05-09,[0.38707706 0.28042355 0.14000016 0.10500529 0.08749391]
2016-05-10,[0.4634534  0.26909983 0.12329924 0.08034606 0.06380146]
2016-05-11,[0.07075068 0.13632648 0.21880545 0.3944283  0.17968912]
2016-05-12,[0.13453777 0.2300272  0.24005935 0.27633998 0.1190357 ]
2016-05-13,[0.14539985 0.1813817  0.20291586 0.28175274 0.18854983]
2016-05-16,[0.31561175 0.22354187 0.18549113 0.17585655 0.09949871]
2016-05-17,[0.05769391 0.11297154 0.21373594 0.45689785 0.15870078]
2016-05-18,[0.36968422 0.3277099  0.16576101 0.09565698 0.04118789]
2016-05-19,[0.27029896 0.27384293 0.17554736 0.17711645 0.10319427]
2016-05-20,[0.15477079 0.19354957 0.17141502 0.27061164 0.20965302]
2016-05-23,[0.23356642 0.16260254 0.14749248 0.2208574  0.23548111]
2016-05-24,[0.18356518 0.11344148 0.09811346 0.24988632 0.35499346]
2016-05-25,[0.15900609 0.1988494  0.21095964 0.29522842 0.13595645]
2016-05-26,[0.23749645 0.35868436 0.23275118 0.1391396  0.03192839]
2016-05-27,[0.28485808 0.36199573 0.22502074 0.10661266 0.02151275]
2016-05-31,[0.17191696 0.28887567 0.28244033 0.16982828 0.08693879]
2016-06-01,[0.08290042 0.16825265 0.29268995 0.35732564 0.09883133]
2016-06-02,[0.39967766 0.2924051  0.14460383 0.10255011 0.06076332]
2016-06-03,[0.20338951 0.21045172 0.18777487 0.2425213  0.15586263]
2016-06-06,[0.0116086  0.03594222 0.21299182 0.53937095 0.20008643]
2016-06-08,[0.34110755 0.33930495 0.17691593 0.1001531  0.0425185 ]
2016-06-09,[0.3594833  0.39410335 0.14438002 0.07403734 0.02799598]
2016-06-10,[0.08777598 0.1910549  0.13849151 0.5382553  0.04442233]
2016-06-13,[0.16442728 0.23303494 0.22669007 0.25406322 0.12178446]
2016-06-14,[0.29936737 0.3497565  0.21858032 0.10047396 0.03182182]
2016-06-15,[0.06544201 0.10785674 0.23273362 0.40247917 0.19148844]
2016-06-16,[0.07185239 0.10823514 0.19385952 0.36596042 0.2600925 ]
2016-06-17,[0.24779372 0.31503177 0.22796515 0.16276851 0.04644087]
2016-06-20,[0.2504807  0.27669606 0.20944333 0.17722093 0.08615889]
2016-06-21,[0.26747692 0.31883967 0.23504965 0.13373291 0.04490086]
2016-06-22,[0.03951767 0.11347478 0.33329582 0.412601   0.10111077]
2016-06-23,[0.50951266 0.30689967 0.13012667 0.03841192 0.01504916]
2016-06-24,[0.08285964 0.0912106  0.18793906 0.3529481  0.28504258]
2016-06-27,[0.12511653 0.16489242 0.20717436 0.31415597 0.18866077]
2016-06-28,[0.12511653 0.16489242 0.20717436 0.31415597 0.18866077]
2016-06-29,[0.17077737 0.25154835 0.2646174  0.21347721 0.09957961]
2016-06-30,[0.16657038 0.27190024 0.21997589 0.22834447 0.11320899]
2016-07-05,[0.29778397 0.2956506  0.21228312 0.1321078  0.06217452]
2016-07-06,[0.2818044  0.21784717 0.17365089 0.18640095 0.14029662]
2016-07-07,[0.2587175  0.29516968 0.24405733 0.15042368 0.05163183]
2016-07-08,[0.24438696 0.27102187 0.24653374 0.17745627 0.0606012 ]
2016-07-11,[0.24963836 0.2582884  0.20289321 0.19144812 0.09773196]
2016-07-12,[0.14288585 0.20228171 0.21786602 0.29589093 0.1410755 ]
2016-07-13,[0.10658772 0.26091954 0.35597888 0.22661234 0.04990149]
2016-07-14,[0.39108717 0.27438775 0.18336658 0.10887789 0.04228059]
2016-07-15,[0.43237346 0.2885588  0.14860234 0.08962845 0.04083695]
2016-07-18,[0.1628436  0.2552688  0.14322278 0.26939392 0.16927089]
2016-07-19,[0.03846097 0.11850324 0.3663632  0.38449425 0.09217826]
2016-07-20,[0.0448771  0.08846892 0.23144451 0.43426502 0.20094441]
2016-07-21,[0.19349568 0.20206541 0.22371975 0.25581682 0.12490238]
2016-07-22,[0.11109723 0.16279992 0.21990004 0.35784408 0.1483587 ]
2016-07-25,[0.2214236  0.21446122 0.20352556 0.21991815 0.14067146]
2016-07-26,[0.13420731 0.29255772 0.33635494 0.19795273 0.03892733]
2016-07-27,[0.08977016 0.22763231 0.39228344 0.24136527 0.04894878]
2016-07-28,[0.05393758 0.15705599 0.4113157  0.31213984 0.06555088]
2016-07-29,[0.4079802  0.31329542 0.15993263 0.07920463 0.03958715]
2016-08-01,[0.10731953 0.15923916 0.15977119 0.30936548 0.2643047 ]
2016-08-02,[0.1783945  0.1730266  0.16459645 0.268806   0.2151764 ]
2016-08-04,[0.5431358  0.24160117 0.10904529 0.06297386 0.04324394]
2016-08-08,[0.35436544 0.20013922 0.14017713 0.15079647 0.15452172]
2016-08-09,[0.60750574 0.24214888 0.10070477 0.03364239 0.0159983 ]
2016-08-10,[0.20248689 0.13222101 0.15777619 0.18967569 0.31784022]
2016-08-11,[0.12306382 0.13843933 0.19114043 0.34518307 0.20217335]
2016-08-12,[0.26276457 0.27201596 0.2038138  0.18111852 0.08028715]
2016-08-16,[0.3547002  0.21946406 0.1599549  0.14007372 0.1258071 ]
2016-08-17,[0.26797205 0.33486226 0.25944322 0.10599811 0.03172437]
2016-08-18,[0.06799461 0.1140165  0.13959609 0.3460589  0.33233392]
2016-08-19,[0.55251336 0.23220375 0.11532445 0.06255395 0.03740446]
2016-08-22,[0.16330291 0.22212812 0.25443095 0.25674677 0.10339126]
2016-08-23,[0.28687635 0.15315633 0.16228732 0.13733545 0.26034456]
2016-08-24,[0.20799196 0.26461443 0.26428762 0.19143687 0.07166903]
2016-08-25,[0.19209395 0.18944117 0.19807254 0.26682737 0.15356496]
2016-08-26,[0.20347688 0.22282264 0.21319932 0.24806598 0.11243522]
2016-09-02,[0.59833205 0.2029143  0.10621862 0.06107375 0.03146128]
2016-09-06,[0.32136112 0.2940448  0.21562615 0.112785   0.05618293]
2016-09-08,[0.34035704 0.25587645 0.17809886 0.1473395  0.07832823]
2016-09-09,[0.32139    0.2742366  0.20871963 0.13507347 0.0605803 ]
2016-09-12,[0.52220476 0.24014804 0.13401595 0.06497809 0.03865321]
2016-09-13,[0.05332296 0.152207   0.37202054 0.34264562 0.07980393]
2016-09-14,[0.4793143  0.2379815  0.1214271  0.08829078 0.07298631]
2016-09-15,[0.3490178  0.2853016  0.20647614 0.11647634 0.04272809]
2016-09-16,[0.45241264 0.30401582 0.16681756 0.05781851 0.01893553]
2016-09-19,[0.3786444  0.35122243 0.16119392 0.07528765 0.03365159]
2016-09-21,[0.3119788  0.4316699  0.18808018 0.05594194 0.01232926]
2016-09-22,[0.2171217  0.22142352 0.22817874 0.21864888 0.11462712]
2016-09-23,[0.4169837  0.24288009 0.13587405 0.11623012 0.08803201]
2016-09-27,[0.48413494 0.25550592 0.1528746  0.06957514 0.0379094 ]
2016-10-03,[0.1933631  0.29046184 0.2652816  0.18571989 0.06517349]
2016-10-04,[0.30211574 0.20115598 0.17228717 0.13723372 0.18720736]
2016-10-05,[0.40734097 0.30127588 0.1842648  0.07191376 0.03520463]
2016-10-06,[0.6094983  0.26272687 0.09828398 0.02072015 0.00877067]
2016-10-07,[0.2784089  0.13835275 0.10286113 0.20285212 0.27752504]
2016-10-10,[0.34537676 0.2622084  0.14635792 0.13670775 0.10934918]
2016-10-11,[0.20576392 0.12606609 0.16176084 0.15605335 0.35035577]
2016-10-12,[0.5845942  0.2600738  0.1069469  0.03303552 0.01534954]
2016-10-13,[0.2565655  0.27566886 0.25002968 0.16992368 0.04781231]
2016-10-14,[0.23145588 0.19883652 0.17824766 0.21913753 0.17232242]
2016-10-17,[0.15555248 0.24953564 0.30628458 0.19353789 0.09508947]
2016-10-19,[0.18555018 0.19571446 0.2228262  0.25176424 0.144145  ]
2016-10-20,[0.04979038 0.10616926 0.30093372 0.40472886 0.13837774]
2016-10-24,[0.29677922 0.2570646  0.17680101 0.18008381 0.08927137]
2016-10-25,[0.2028007  0.33888212 0.2761527  0.14473386 0.03743064]
2016-10-26,[0.20409879 0.45745668 0.2771074  0.05236968 0.00896741]
2016-10-27,[0.08813743 0.18816458 0.2995902  0.30144233 0.12266543]
2016-11-01,[0.19045727 0.2156115  0.19121498 0.25052473 0.15219155]
2016-11-02,[0.13212687 0.23794511 0.2366753  0.27883473 0.11441793]
2016-11-03,[0.06310336 0.19903173 0.40713122 0.2804457  0.050288  ]
2016-11-04,[0.5579722  0.293067   0.07215913 0.04393354 0.03286813]
2016-11-08,[0.01270631 0.02285692 0.0747449  0.39467648 0.49501538]
2016-11-09,[0.38917747 0.18307115 0.12023754 0.14750841 0.16000544]
2016-11-10,[0.03299209 0.15253095 0.36453688 0.39275804 0.05718207]
2016-11-11,[0.1765618  0.1692416  0.20094647 0.31449166 0.13875854]
2016-11-14,[0.08203807 0.21017437 0.32543904 0.28583014 0.09651838]
2016-11-15,[0.39663342 0.24593374 0.16297236 0.11769255 0.07676791]
2016-11-16,[0.07506598 0.13384679 0.23192123 0.35416627 0.20499972]
2016-11-17,[0.10758678 0.13008083 0.15633857 0.33252805 0.27346572]
2016-11-18,[0.19344929 0.2176272  0.18374236 0.23299307 0.17218798]
2016-11-21,[0.17896034 0.24430361 0.22278307 0.2306552  0.12329783]
2016-11-22,[0.5076396  0.2551755  0.13031766 0.07569808 0.03116913]
2016-11-25,[0.7474307  0.1845697  0.04243881 0.0156373  0.00992354]
